Area,Ethnic groups (detailed),Age group,Sex,Value,Flags
"Southland Region","Maori/Asian/Middle Eastern/Latin American/African","80-84 Years","Male",0,
"Southland Region","Maori/Asian/Middle Eastern/Latin American/African","80-84 Years","Female",0,
"Southland Region","Maori/Asian/Other Ethnicity","80-84 Years","Male",0,
"Southland Region","Maori/Asian/Other Ethnicity","80-84 Years","Female",0,
"Southland Region","Maori/Middle Eastern/Latin American/African/Other Ethnicity","80-84 Years","Male",0,
"Southland Region","Maori/Middle Eastern/Latin American/African/Other Ethnicity","80-84 Years","Female",0,
"Southland Region","Pacific Peoples/Maori/Other Ethnicity","80-84 Years","Male",0,
"Southland Region","Pacific Peoples/Maori/Other Ethnicity","80-84 Years","Female",0,
"Southland Region","Pacific Peoples/Middle Eastern/Latin American/African/Other Ethnicity","80-84 Years","Male",0,
"Southland Region","Pacific Peoples/Middle Eastern/Latin American/African/Other Ethnicity","80-84 Years","Female",0,
"Southland Region","Asian/Pacific Peoples/Middle Eastern/Latin American/African","80-84 Years","Male",0,
"Southland Region","Asian/Pacific Peoples/Middle Eastern/Latin American/African","80-84 Years","Female",0,
"Southland Region","Asian/Pacific Peoples/Other Ethnicity","80-84 Years","Male",0,
"Southland Region","Asian/Pacific Peoples/Other Ethnicity","80-84 Years","Female",0,
"Southland Region","Asian/Middle Eastern/Latin American/African/Other Ethnicity","80-84 Years","Male",0,
"Southland Region","Asian/Middle Eastern/Latin American/African/Other Ethnicity","80-84 Years","Female",0,
"Southland Region","Four ethnic groups","80-84 Years","Male",0,
"Southland Region","Four ethnic groups","80-84 Years","Female",3,
"Southland Region","Five ethnic groups","80-84 Years","Male",0,
"Southland Region","Five ethnic groups","80-84 Years","Female",0,
"Southland Region","Six ethnic groups","80-84 Years","Male",0,
"Southland Region","Six ethnic groups","80-84 Years","Female",0,
"Southland Region","Not Elsewhere Included","80-84 Years","Male",36,
"Southland Region","Not Elsewhere Included","80-84 Years","Female",36,
"Total, Regional Council Areas","European Only","80-84 Years","Male",30690,
"Total, Regional Council Areas","European Only","80-84 Years","Female",39210,
"Total, Regional Council Areas","Maori Only","80-84 Years","Male",810,
"Total, Regional Council Areas","Maori Only","80-84 Years","Female",1272,
"Total, Regional Council Areas","Pacific Peoples Only","80-84 Years","Male",465,
"Total, Regional Council Areas","Pacific Peoples Only","80-84 Years","Female",771,
"Total, Regional Council Areas","Asian Only","80-84 Years","Male",1155,
"Total, Regional Council Areas","Asian Only","80-84 Years","Female",1329,
"Total, Regional Council Areas","Middle Eastern/Latin American/African Only","80-84 Years","Male",72,
"Total, Regional Council Areas","Middle Eastern/Latin American/African Only","80-84 Years","Female",81,
"Total, Regional Council Areas","Other Ethnicity Only","80-84 Years","Male",240,
"Total, Regional Council Areas","Other Ethnicity Only","80-84 Years","Female",228,
"Total, Regional Council Areas","European/Maori","80-84 Years","Male",339,
"Total, Regional Council Areas","European/Maori","80-84 Years","Female",510,
"Total, Regional Council Areas","European/Pacific Peoples","80-84 Years","Male",27,
"Total, Regional Council Areas","European/Pacific Peoples","80-84 Years","Female",39,
"Total, Regional Council Areas","European/Asian","80-84 Years","Male",9,
"Total, Regional Council Areas","European/Asian","80-84 Years","Female",15,
"Total, Regional Council Areas","European/Middle Eastern/Latin American/African","80-84 Years","Male",0,
"Total, Regional Council Areas","European/Middle Eastern/Latin American/African","80-84 Years","Female",6,
"Total, Regional Council Areas","European/Other Ethnicity","80-84 Years","Male",45,
"Total, Regional Council Areas","European/Other Ethnicity","80-84 Years","Female",54,
"Total, Regional Council Areas","Maori/Pacific Peoples","80-84 Years","Male",3,
"Total, Regional Council Areas","Maori/Pacific Peoples","80-84 Years","Female",6,
"Total, Regional Council Areas","Maori/Asian","80-84 Years","Male",3,
"Total, Regional Council Areas","Maori/Asian","80-84 Years","Female",6,
"Total, Regional Council Areas","Maori/Middle Eastern/Latin American/African","80-84 Years","Male",0,
"Total, Regional Council Areas","Maori/Middle Eastern/Latin American/African","80-84 Years","Female",3,
"Total, Regional Council Areas","Maori/Other Ethnicity","80-84 Years","Male",3,
"Total, Regional Council Areas","Maori/Other Ethnicity","80-84 Years","Female",0,
"Total, Regional Council Areas","Pacific Peoples/Asian","80-84 Years","Male",6,
"Total, Regional Council Areas","Pacific Peoples/Asian","80-84 Years","Female",9,
"Total, Regional Council Areas","Pacific Peoples/Middle Eastern/Latin American/African","80-84 Years","Male",0,
"Total, Regional Council Areas","Pacific Peoples/Middle Eastern/Latin American/African","80-84 Years","Female",0,
"Total, Regional Council Areas","Pacific Peoples/Other Ethnicity","80-84 Years","Male",0,
"Total, Regional Council Areas","Pacific Peoples/Other Ethnicity","80-84 Years","Female",0,
"Total, Regional Council Areas","Asian/Middle Eastern/Latin American/African","80-84 Years","Male",0,
"Total, Regional Council Areas","Asian/Middle Eastern/Latin American/African","80-84 Years","Female",0,
"Total, Regional Council Areas","Asian/Other Ethnicity","80-84 Years","Male",3,
"Total, Regional Council Areas","Asian/Other Ethnicity","80-84 Years","Female",3,
"Total, Regional Council Areas","Middle Eastern/Latin American/African/Other Ethnicity","80-84 Years","Male",0,
"Total, Regional Council Areas","Middle Eastern/Latin American/African/Other Ethnicity","80-84 Years","Female",0,
"Total, Regional Council Areas","European/Maori/Pacific Peoples","80-84 Years","Male",3,
"Total, Regional Council Areas","European/Maori/Pacific Peoples","80-84 Years","Female",3,
"Total, Regional Council Areas","European/Maori/Asian","80-84 Years","Male",0,
"Total, Regional Council Areas","European/Maori/Asian","80-84 Years","Female",0,
"Total, Regional Council Areas","European/Maori/Middle Eastern/Latin American/African","80-84 Years","Male",0,
"Total, Regional Council Areas","European/Maori/Middle Eastern/Latin American/African","80-84 Years","Female",0,
"Total, Regional Council Areas","European/Maori/Other Ethnicity","80-84 Years","Male",0,
"Total, Regional Council Areas","European/Maori/Other Ethnicity","80-84 Years","Female",3,
"Total, Regional Council Areas","European/Middle Eastern/Latin American/African/Other Ethnicity","80-84 Years","Male",0,
"Total, Regional Council Areas","European/Middle Eastern/Latin American/African/Other Ethnicity","80-84 Years","Female",0,
"Total, Regional Council Areas","Pacific Peoples/European/Asian","80-84 Years","Male",3,
"Total, Regional Council Areas","Pacific Peoples/European/Asian","80-84 Years","Female",0,
"Total, Regional Council Areas","Pacific Peoples/European/Middle Eastern/Latin American/African","80-84 Years","Male",0,
"Total, Regional Council Areas","Pacific Peoples/European/Middle Eastern/Latin American/African","80-84 Years","Female",0,
"Total, Regional Council Areas","Pacific Peoples/European/Other Ethnicity","80-84 Years","Male",3,
"Total, Regional Council Areas","Pacific Peoples/European/Other Ethnicity","80-84 Years","Female",0,
"Total, Regional Council Areas","Asian/Middle Eastern/Latin American/African/European","80-84 Years","Male",0,
"Total, Regional Council Areas","Asian/Middle Eastern/Latin American/African/European","80-84 Years","Female",0,
"Total, Regional Council Areas","Asian/European/Other Ethnicity","80-84 Years","Male",0,
"Total, Regional Council Areas","Asian/European/Other Ethnicity","80-84 Years","Female",0,
"Total, Regional Council Areas","Maori/Pacific Peoples/Asian","80-84 Years","Male",0,
"Total, Regional Council Areas","Maori/Pacific Peoples/Asian","80-84 Years","Female",0,
"Total, Regional Council Areas","Maori/Pacific Peoples/Middle Eastern/Latin American/African","80-84 Years","Male",0,
"Total, Regional Council Areas","Maori/Pacific Peoples/Middle Eastern/Latin American/African","80-84 Years","Female",0,
"Total, Regional Council Areas","Maori/Asian/Middle Eastern/Latin American/African","80-84 Years","Male",0,
"Total, Regional Council Areas","Maori/Asian/Middle Eastern/Latin American/African","80-84 Years","Female",0,
"Total, Regional Council Areas","Maori/Asian/Other Ethnicity","80-84 Years","Male",0,
"Total, Regional Council Areas","Maori/Asian/Other Ethnicity","80-84 Years","Female",0,
"Total, Regional Council Areas","Maori/Middle Eastern/Latin American/African/Other Ethnicity","80-84 Years","Male",0,
"Total, Regional Council Areas","Maori/Middle Eastern/Latin American/African/Other Ethnicity","80-84 Years","Female",0,
"Total, Regional Council Areas","Pacific Peoples/Maori/Other Ethnicity","80-84 Years","Male",0,
"Total, Regional Council Areas","Pacific Peoples/Maori/Other Ethnicity","80-84 Years","Female",0,
"Total, Regional Council Areas","Pacific Peoples/Middle Eastern/Latin American/African/Other Ethnicity","80-84 Years","Male",0,
"Total, Regional Council Areas","Pacific Peoples/Middle Eastern/Latin American/African/Other Ethnicity","80-84 Years","Female",0,
"Total, Regional Council Areas","Asian/Pacific Peoples/Middle Eastern/Latin American/African","80-84 Years","Male",0,
"Total, Regional Council Areas","Asian/Pacific Peoples/Middle Eastern/Latin American/African","80-84 Years","Female",0,
"Total, Regional Council Areas","Asian/Pacific Peoples/Other Ethnicity","80-84 Years","Male",0,
"Total, Regional Council Areas","Asian/Pacific Peoples/Other Ethnicity","80-84 Years","Female",0,
"Total, Regional Council Areas","Asian/Middle Eastern/Latin American/African/Other Ethnicity","80-84 Years","Male",0,
"Total, Regional Council Areas","Asian/Middle Eastern/Latin American/African/Other Ethnicity","80-84 Years","Female",0,
"Total, Regional Council Areas","Four ethnic groups","80-84 Years","Male",0,
"Total, Regional Council Areas","Four ethnic groups","80-84 Years","Female",3,
"Total, Regional Council Areas","Five ethnic groups","80-84 Years","Male",3,
"Total, Regional Council Areas","Five ethnic groups","80-84 Years","Female",0,
"Total, Regional Council Areas","Six ethnic groups","80-84 Years","Male",0,
"Total, Regional Council Areas","Six ethnic groups","80-84 Years","Female",0,
"Total, Regional Council Areas","Not Elsewhere Included","80-84 Years","Male",1698,
"Total, Regional Council Areas","Not Elsewhere Included","80-84 Years","Female",1884,
"Area Outside Region","European Only","80-84 Years","Male",,c
"Area Outside Region","European Only","80-84 Years","Female",,c
"Area Outside Region","Maori Only","80-84 Years","Male",,c
"Area Outside Region","Maori Only","80-84 Years","Female",,c
"Area Outside Region","Pacific Peoples Only","80-84 Years","Male",,c
"Area Outside Region","Pacific Peoples Only","80-84 Years","Female",,c
"Area Outside Region","Asian Only","80-84 Years","Male",,c
"Area Outside Region","Asian Only","80-84 Years","Female",,c
"Area Outside Region","Middle Eastern/Latin American/African Only","80-84 Years","Male",,c
"Area Outside Region","Middle Eastern/Latin American/African Only","80-84 Years","Female",,c
"Area Outside Region","Other Ethnicity Only","80-84 Years","Male",,c
"Area Outside Region","Other Ethnicity Only","80-84 Years","Female",,c
"Area Outside Region","European/Maori","80-84 Years","Male",,c
"Area Outside Region","European/Maori","80-84 Years","Female",,c
"Area Outside Region","European/Pacific Peoples","80-84 Years","Male",,c
"Area Outside Region","European/Pacific Peoples","80-84 Years","Female",,c
"Area Outside Region","European/Asian","80-84 Years","Male",,c
"Area Outside Region","European/Asian","80-84 Years","Female",,c
"Area Outside Region","European/Middle Eastern/Latin American/African","80-84 Years","Male",,c
"Area Outside Region","European/Middle Eastern/Latin American/African","80-84 Years","Female",,c
"Area Outside Region","European/Other Ethnicity","80-84 Years","Male",,c
"Area Outside Region","European/Other Ethnicity","80-84 Years","Female",,c
"Area Outside Region","Maori/Pacific Peoples","80-84 Years","Male",,c
"Area Outside Region","Maori/Pacific Peoples","80-84 Years","Female",,c
"Area Outside Region","Maori/Asian","80-84 Years","Male",,c
"Area Outside Region","Maori/Asian","80-84 Years","Female",,c
"Area Outside Region","Maori/Middle Eastern/Latin American/African","80-84 Years","Male",,c
"Area Outside Region","Maori/Middle Eastern/Latin American/African","80-84 Years","Female",,c
"Area Outside Region","Maori/Other Ethnicity","80-84 Years","Male",,c
"Area Outside Region","Maori/Other Ethnicity","80-84 Years","Female",,c
"Area Outside Region","Pacific Peoples/Asian","80-84 Years","Male",,c
"Area Outside Region","Pacific Peoples/Asian","80-84 Years","Female",,c
"Area Outside Region","Pacific Peoples/Middle Eastern/Latin American/African","80-84 Years","Male",,c
"Area Outside Region","Pacific Peoples/Middle Eastern/Latin American/African","80-84 Years","Female",,c
"Area Outside Region","Pacific Peoples/Other Ethnicity","80-84 Years","Male",,c
"Area Outside Region","Pacific Peoples/Other Ethnicity","80-84 Years","Female",,c
"Area Outside Region","Asian/Middle Eastern/Latin American/African","80-84 Years","Male",,c
"Area Outside Region","Asian/Middle Eastern/Latin American/African","80-84 Years","Female",,c
"Area Outside Region","Asian/Other Ethnicity","80-84 Years","Male",,c
"Area Outside Region","Asian/Other Ethnicity","80-84 Years","Female",,c
"Area Outside Region","Middle Eastern/Latin American/African/Other Ethnicity","80-84 Years","Male",,c
"Area Outside Region","Middle Eastern/Latin American/African/Other Ethnicity","80-84 Years","Female",,c
"Area Outside Region","European/Maori/Pacific Peoples","80-84 Years","Male",,c
"Area Outside Region","European/Maori/Pacific Peoples","80-84 Years","Female",,c
"Area Outside Region","European/Maori/Asian","80-84 Years","Male",,c
"Area Outside Region","European/Maori/Asian","80-84 Years","Female",,c
"Area Outside Region","European/Maori/Middle Eastern/Latin American/African","80-84 Years","Male",,c
"Area Outside Region","European/Maori/Middle Eastern/Latin American/African","80-84 Years","Female",,c
"Area Outside Region","European/Maori/Other Ethnicity","80-84 Years","Male",,c
